SECAO;CANDIDATO;VOTOS
256;BETINHA DE LÉ;3
256;LUIS VINICIUS DO CANTINHO;1
256;TAZINHA;10
256;LEIDE DA SAÚDE;10
256;JUAREZ DO TRATOR;2
256;HENILTON IMÓVEIS;2
256;MAERCIO;3
256;JARBINHAS;5
257;MARCELO PETRONE;27
257;LORIM DA PADARIA;6
257;JOÃO PELA;7
257;MARINA SANTANA;1
257;CLAUDIO SAMPA;2
257;VERONICA CHAVES;1
257;ANISIA DO SANTO ANTONIO;3
257;DORINHA;3
257;HIANCA FERREIRA;1
257;BETINHA DE LÉ;9
257;LUIS VINICIUS DO CANTINHO;1
257;EDSON MIRANDA;6
257;TAZINHA;3
257;PRISCILA MATOS;1
257;THIAGO DURÃES;15
257;CLEYTON GARDENAL;1
257;JUNIO BARBOSA;2
257;GERALDINHO;1
257;NILO DO TAXI;3
257;TIÃO DE OLEGARIO;11
257;MESSIAS;3
257;LEIDE DA SAÚDE;1
257;NINHÃO;1
257;KÉSLEY;3
257;MARIA CLARA;6
257;MOACIR OLIVEIRA;6
257;ELIETE SILVEIRA;2
257;GATINHO SARMENTO;2
257;JUAREZ DO TRATOR;3
257;HENILTON IMÓVEIS;4
257;ÍCARO CABELEREIRO;2
257;ZEZINHO DO SALÃO;2
257;LUCAS BAIXINHO;3
257;RUBINHO ENFERMEIRO;1
257;SERGINHO DA AUTO ELETRICA;2
257;MAERCIO;2
257;CIDA;1
257;PEDINHA DO BAR;1
257;JADSON;19
257;JOÃO DETETIVE;8
257;BENE DA BALANÇA;5
257;LEILIANE PROFESSORA;1
257;LIA DE BIDA;6
257;VAGNER DA DENGUE;1
257;MOREIRA;9
257;GLAUBER DA SAÚDE;4
257;CID RODRIGUES;2
257;SAMUEL RODRIGUES;3
257;DAYANNE CARDOSO;1
257;ERIC ERLON;4
257;GENIVALDO BARROS;4
257;DILSON CORINGA DO BOI DE JANEI;1
257;ELIANY MAE ATIPICA;1
257;JOÃO LUIZ DE NEGÃO;14
257;EILTON SANTIAGO;8
257;JARBINHAS;1
257;ALAN MIRANDA;3
257;FABIO SALES;2
257;JUNIOR GARÇOM;4
257;CARLIM;10
257;DEOLINDA DO FORRO;2
258;MARCELO PETRONE;26
258;LORIM DA PADARIA;12
258;JOÃO PELA;5
258;MARINA SANTANA;3
258;CLAUDIO SAMPA;3
258;DORINHA;9
258;HIANCA FERREIRA;1
258;BETINHA DE LÉ;6
258;GISELE;1
258;PEDRO (PH);1
258;DIM DEFICIENTE VISUAL;1
258;TAZINHA;5
258;PRISCILA MATOS;1
258;EVANDRO PINHO;4
258;THIAGO DURÃES;6
258;CLEYTON GARDENAL;3
258;JUNIO BARBOSA;7
258;PALOMA PIPOQUINHA;1
258;NILO DO TAXI;2
258;TIÃO DE OLEGARIO;5
258;MESSIAS;1
258;NINHÃO;2
258;KÉSLEY;5
258;MARIA CLARA;9
258;ELIETE SILVEIRA;1
258;MÁRCIO EVENTOS;1
258;JUAREZ DO TRATOR;1
258;HENILTON IMÓVEIS;3
258;ÍCARO CABELEREIRO;4
258;ZEZINHO DO SALÃO;9
258;LUCAS BAIXINHO;1
258;LETICIA ASSISTENTE SOCIAL;4
258;PEDINHA DO BAR;2
258;JADSON;19
258;JOÃO DETETIVE;7
258;LEILIANE PROFESSORA;1
258;LIA DE BIDA;2
258;VILSINHO;1
258;MOREIRA;10
258;CID RODRIGUES;3
258;DAYANNE CARDOSO;2
258;ZE MILTON;1
258;ERIC ERLON;6
258;MAURICIO COSTA;1
258;GENIVALDO BARROS;3
258;DILSON CORINGA DO BOI DE JANEI;4
258;ELIANY MAE ATIPICA;2
258;FABIO SOUZA;1
258;CAROL RODRIGUES;1
258;JOÃO LUIZ DE NEGÃO;21
258;EILTON SANTIAGO;7
258;JARBINHAS;6
258;JUNIOR GARÇOM;3
258;CARLIM;7
258;SELMA MORENA;1
260;MARCELO PETRONE;32
260;LORIM DA PADARIA;3
260;JOÃO PELA;15
260;MARINA SANTANA;2
260;VERONICA CHAVES;3
260;HIANCA FERREIRA;1
260;BETINHA DE LÉ;9
260;ORALDO MARTINS;1
260;WESLEY GARÇOM;2
260;DIM DEFICIENTE VISUAL;2
260;EDSON MIRANDA;6
260;ZOIM;1
260;TAZINHA;14
260;THIAGO DURÃES;6
260;CLEYTON GARDENAL;2
260;JUNIO BARBOSA;3
260;NILO DO TAXI;3
260;TIÃO DE OLEGARIO;7
260;MESSIAS;4
260;KÉSLEY;6
260;MARIA CLARA;6
260;AGNELO MEDINA;1
260;MOACIR OLIVEIRA;4
260;MÁRCIO EVENTOS;1
260;ELLEN JÉSSICA;1
260;JUAREZ DO TRATOR;2
260;HENILTON IMÓVEIS;10
260;ZEZINHO DO SALÃO;5
260;LUCAS BAIXINHO;2
260;SERGINHO DA AUTO ELETRICA;3
260;MAERCIO;5
260;CIDA;1
260;JADSON;10
260;JOÃO DETETIVE;9
260;JO DA PADARIA;1
260;BENE DA BALANÇA;5
260;MOREIRA;4
260;GLAUBER DA SAÚDE;3
260;SAMUEL RODRIGUES;2
260;ERIC ERLON;9
260;MAURICIO COSTA;1
260;GENIVALDO BARROS;4
260;DILSON CORINGA DO BOI DE JANEI;1
260;CAROL RODRIGUES;2
260;JOÃO LUIZ DE NEGÃO;7
260;EILTON SANTIAGO;9
260;JARBINHAS;3
260;ALAN MIRANDA;4
260;PATTY;1
260;JUNIOR GARÇOM;10
260;CARLIM;9
261;MARCELO PETRONE;39
261;LORIM DA PADARIA;1
261;JOÃO PELA;9
261;MARINA SANTANA;1
261;VICTOR MOTORISTA BODÃO;1
261;CLAUDIO SAMPA;1
261;ADEMIR PEDREIRO;3
261;VERONICA CHAVES;3
261;ANISIA DO SANTO ANTONIO;1
261;VALDECIR BADEGA;4
261;DORINHA;4
261;BETINHA DE LÉ;2
261;PEDRO (PH);1
261;DIM DEFICIENTE VISUAL;3
261;EDSON MIRANDA;9
261;PRISCILA MATOS;2
261;GIL PAGÓLE;2
261;NADIA FRANCO;3
261;THIAGO DURÃES;6
261;JUNIO BARBOSA;26
261;GERALDINHO;1
261;NILO DO TAXI;3
261;TIÃO DE OLEGARIO;2
261;MESSIAS;2
261;LEIDE DA SAÚDE;1
261;NINHÃO;3
261;KÉSLEY;5
261;MARIA CLARA;12
261;MOACIR OLIVEIRA;6
261;JUAREZ DO TRATOR;1
261;HENILTON IMÓVEIS;2
261;ÍCARO CABELEREIRO;1
261;ZEZINHO DO SALÃO;29
261;SERGINHO DA AUTO ELETRICA;1
261;MAERCIO;1
261;PEDINHA DO BAR;1
261;JADSON;5
261;JOÃO DETETIVE;11
261;BENE DA BALANÇA;2
261;LEILIANE PROFESSORA;2
261;LIA DE BIDA;1
261;CLAUDINHA;1
261;VAGNER DA DENGUE;1
261;MOREIRA;7
261;GLAUBER DA SAÚDE;1
261;CID RODRIGUES;2
261;ERIC ERLON;8
261;GENIVALDO BARROS;1
261;ELIANY MAE ATIPICA;1
261;FABIO SOUZA;3
261;JOÃO LUIZ DE NEGÃO;16
261;EILTON SANTIAGO;9
261;JARBINHAS;4
261;GERSON TEIXEIRA;1
261;ALAN MIRANDA;1
261;FABIO SALES;1
261;JUNIOR GARÇOM;7
261;CARLIM;11
261;SELMA MORENA;1
262;MARCELO PETRONE;27
262;LORIM DA PADARIA;4
262;JOÃO PELA;5
262;VICTOR MOTORISTA BODÃO;2
262;CLAUDIO SAMPA;1
262;ADEMIR PEDREIRO;2
262;VERONICA CHAVES;2
262;DORINHA;5
262;BETINHA DE LÉ;3
262;WESLEY GARÇOM;1
262;PEDRO (PH);3
262;DIM DEFICIENTE VISUAL;5
262;EDSON MIRANDA;3
262;ZOIM;1
262;TAZINHA;4
262;GIL PAGÓLE;1
262;THIAGO DURÃES;5
262;CLEYTON GARDENAL;1
262;JUNIO BARBOSA;6
262;GERALDINHO;2
262;NILO DO TAXI;6
262;TIÃO DE OLEGARIO;5
262;MESSIAS;2
262;NINHÃO;2
262;KÉSLEY;4
262;MARIA CLARA;13
262;JOÃO ERIK PROTETOR;1
262;MOACIR OLIVEIRA;6
262;GATINHO SARMENTO;2
262;JUAREZ DO TRATOR;1
262;HENILTON IMÓVEIS;7
262;ÍCARO CABELEREIRO;5
262;ZEZINHO DO SALÃO;7
262;SERGINHO DA AUTO ELETRICA;1
262;LETICIA ASSISTENTE SOCIAL;9
262;MAERCIO;1
262;PEDINHA DO BAR;1
262;JADSON;26
262;JOÃO DETETIVE;10
262;BENE DA BALANÇA;1
262;LIA DE BIDA;1
262;CLAUDINHA;1
262;VILSINHO;3
262;MOREIRA;5
262;PEU;1
262;GLAUBER DA SAÚDE;2
262;SAMUEL RODRIGUES;1
262;DAYANNE CARDOSO;7
262;ZE MILTON;1
262;ERIC ERLON;7
262;MAURICIO COSTA;1
262;GENIVALDO BARROS;3
262;DILSON CORINGA DO BOI DE JANEI;8
262;ELIANY MAE ATIPICA;1
262;CAROL RODRIGUES;1
262;JOÃO LUIZ DE NEGÃO;26
262;EILTON SANTIAGO;10
262;GERSON TEIXEIRA;1
262;ALAN MIRANDA;1
262;JUNIOR GARÇOM;4
262;CARLIM;13
264;MARCELO PETRONE;22
264;JOÃO PELA;6
264;MARINA SANTANA;1
264;VICTOR MOTORISTA BODÃO;1
264;CLAUDIO SAMPA;2
264;VALDECIR BADEGA;1
264;DORINHA;7
264;BETINHA DE LÉ;9
264;RAFA XCAR;1
264;MARLY;1
264;EDSON MIRANDA;5
264;ZOIM;3
264;TAZINHA;4
264;GIL PAGÓLE;3
264;THIAGO DURÃES;11
264;CLEYTON GARDENAL;1
264;JUNIO BARBOSA;5
264;NILO DO TAXI;3
264;TIÃO DE OLEGARIO;9
264;MESSIAS;2
264;LEIDE DA SAÚDE;1
264;KÉSLEY;4
264;MARIA CLARA;10
264;JOÃO ERIK PROTETOR;1
264;MOACIR OLIVEIRA;6
264;DEDÉ CAIPIRA;1
264;JUAREZ DO TRATOR;1
264;HENILTON IMÓVEIS;6
264;ZEZINHO DO SALÃO;5
264;LUCAS BAIXINHO;2
264;MAERCIO;2
264;CIDA;1
264;PEDINHA DO BAR;3
264;JADSON;10
264;JOÃO DETETIVE;5
264;BENE DA BALANÇA;7
264;LIA DE BIDA;1
264;VILSINHO;2
264;MOREIRA;12
264;GLAUBER DA SAÚDE;1
264;CID RODRIGUES;3
264;ZE MILTON;1
264;ERIC ERLON;6
264;FABIO SOUZA;1
264;CAROL RODRIGUES;3
264;JOÃO LUIZ DE NEGÃO;14
264;EILTON SANTIAGO;8
264;JARBINHAS;6
264;GERSON TEIXEIRA;1
264;ALAN MIRANDA;3
264;FABIO SALES;4
264;PATTY;1
264;JUNIOR GARÇOM;6
264;CARLIM;11
264;HAYANNE ERIKA;1
266;MARCELO PETRONE;7
266;LORIM DA PADARIA;3
266;VERONICA CHAVES;3
266;ANISIA DO SANTO ANTONIO;2
266;DORINHA;3
266;BETINHA DE LÉ;2
266;LUIS VINICIUS DO CANTINHO;1
266;ORALDO MARTINS;1
266;EDSON MIRANDA;3
266;ZOIM;1
266;TAZINHA;3
266;PRISCILA MATOS;1
266;THIAGO DURÃES;8
266;CLEYTON GARDENAL;1
266;JUNIO BARBOSA;1
266;NILO DO TAXI;1
266;TIÃO DE OLEGARIO;5
266;KÉSLEY;1
266;MARIA CLARA;1
266;MOACIR OLIVEIRA;7
266;HENILTON IMÓVEIS;6
266;ÍCARO CABELEREIRO;1
266;ZEZINHO DO SALÃO;3
266;MAERCIO;3
266;PEDINHA DO BAR;1
266;JADSON;8
266;JOÃO DETETIVE;3
266;BENE DA BALANÇA;2
266;LIA DE BIDA;1
266;VILSINHO;2
266;MOREIRA;5
266;GLAUBER DA SAÚDE;2
266;CID RODRIGUES;2
266;ERIC ERLON;3
266;ESTÉ DO BRIGADEIRO;1
266;JOÃO LUIZ DE NEGÃO;5
266;JARBINHAS;2
266;ALAN MIRANDA;1
266;FABIO SALES;1
266;PATTY;1
266;JUNIOR GARÇOM;1
266;CARLIM;6
267;MARCELO PETRONE;7
267;JOÃO PELA;3
267;CLAUDIO SAMPA;1
267;HIANCA FERREIRA;1
267;BETINHA DE LÉ;3
267;WESLEY GARÇOM;1
267;DIM DEFICIENTE VISUAL;1
267;TAZINHA;3
267;GIL PAGÓLE;1
267;THIAGO DURÃES;2
267;CLEYTON GARDENAL;2
267;NILO DO TAXI;2
267;TIÃO DE OLEGARIO;6
267;MESSIAS;1
267;LEIDE DA SAÚDE;1
267;KÉSLEY;3
267;MARIA CLARA;2
267;MOACIR OLIVEIRA;2
267;ELIETE SILVEIRA;1
267;MORGANA FIGUEIREDO;1
267;HENILTON IMÓVEIS;1
267;ÍCARO CABELEREIRO;1
267;SERGINHO DA AUTO ELETRICA;2
267;LETICIA ASSISTENTE SOCIAL;1
267;JADSON;3
267;JOÃO DETETIVE;2
267;LEILIANE PROFESSORA;1
267;VILSINHO;1
267;MOREIRA;4
267;CID RODRIGUES;2
267;SAMUEL RODRIGUES;1
267;ZE MILTON;1
267;ERIC ERLON;2
267;ELIANY MAE ATIPICA;2
267;CAROL RODRIGUES;1
267;JOÃO LUIZ DE NEGÃO;6
267;JARBINHAS;1
267;ALAN MIRANDA;1
267;JUNIOR GARÇOM;3
267;CARLIM;7
268;MARCELO PETRONE;9
268;JOÃO PELA;1
268;VICTOR MOTORISTA BODÃO;1
268;TAZINHA;1
268;PRISCILA MATOS;1
268;NADIA FRANCO;2
268;THIAGO DURÃES;1
268;JUNIO BARBOSA;3
268;MESSIAS;1
268;MARIA CLARA;4
268;MOACIR OLIVEIRA;2
268;ELIETE SILVEIRA;1
268;ÍCARO CABELEREIRO;1
268;ZEZINHO DO SALÃO;5
268;MAERCIO;1
268;JADSON;3
268;JOÃO DETETIVE;1
268;MOREIRA;5
268;CID RODRIGUES;1
268;ERIC ERLON;2
268;DAOZINHO DO BAR;1
268;JOÃO LUIZ DE NEGÃO;3
268;CARLIM;2
