;LOCAL;SECAO;CANDIDATO;VOTOS
0;EE Idalino Ribeiro;28;MARCELO PETRONE;36
1;EE Idalino Ribeiro;28;LORIM DA PADARIA;7
2;EE Idalino Ribeiro;28;JOÃO PELA;9
3;EE Idalino Ribeiro;28;VICTOR MOTORISTA BODÃO;3
4;EE Idalino Ribeiro;28;CLAUDIO SAMPA;1
5;EE Idalino Ribeiro;28;ADEMIR PEDREIRO;1
6;EE Idalino Ribeiro;28;VERONICA CHAVES;4
7;EE Idalino Ribeiro;28;VALDECIR BADEGA;1
8;EE Idalino Ribeiro;28;DORINHA;4
9;EE Idalino Ribeiro;28;BETINHA DE LÉ;8
10;EE Idalino Ribeiro;28;DIM DEFICIENTE VISUAL;2
11;EE Idalino Ribeiro;28;EDSON MIRANDA;4
12;EE Idalino Ribeiro;28;TAZINHA;1
13;EE Idalino Ribeiro;28;SOLY;1
14;EE Idalino Ribeiro;28;GIL PAGÓLE;1
15;EE Idalino Ribeiro;28;NADIA FRANCO;1
16;EE Idalino Ribeiro;28;THIAGO DURÃES;14
17;EE Idalino Ribeiro;28;CLEYTON GARDENAL;1
18;EE Idalino Ribeiro;28;JUNIO BARBOSA;3
19;EE Idalino Ribeiro;28;PALOMA PIPOQUINHA;1
20;EE Idalino Ribeiro;28;NILO DO TAXI;2
21;EE Idalino Ribeiro;28;TIÃO DE OLEGARIO;3
22;EE Idalino Ribeiro;28;MESSIAS;1
23;EE Idalino Ribeiro;28;NINHÃO;3
24;EE Idalino Ribeiro;28;KÉSLEY;3
25;EE Idalino Ribeiro;28;MARIA CLARA;4
26;EE Idalino Ribeiro;28;JOÃO ERIK PROTETOR;1
27;EE Idalino Ribeiro;28;NILCE ARTESÃ;1
28;EE Idalino Ribeiro;28;MOACIR OLIVEIRA;7
29;EE Idalino Ribeiro;28;ELIETE SILVEIRA;1
30;EE Idalino Ribeiro;28;ELLEN JÉSSICA;1
31;EE Idalino Ribeiro;28;GATINHO SARMENTO;3
32;EE Idalino Ribeiro;28;HENILTON IMÓVEIS;3
33;EE Idalino Ribeiro;28;ÍCARO CABELEREIRO;1
34;EE Idalino Ribeiro;28;ZEZINHO DO SALÃO;6
35;EE Idalino Ribeiro;28;RUBINHO ENFERMEIRO;1
36;EE Idalino Ribeiro;28;LETICIA ASSISTENTE SOCIAL;1
37;EE Idalino Ribeiro;28;CIDA;1
38;EE Idalino Ribeiro;28;PEDINHA DO BAR;1
39;EE Idalino Ribeiro;28;JADSON;17
40;EE Idalino Ribeiro;28;JOÃO DETETIVE;8
41;EE Idalino Ribeiro;28;DALVA;1
42;EE Idalino Ribeiro;28;BENE DA BALANÇA;2
43;EE Idalino Ribeiro;28;LIA DE BIDA;2
44;EE Idalino Ribeiro;28;CLAUDINHA;1
45;EE Idalino Ribeiro;28;VILSINHO;1
46;EE Idalino Ribeiro;28;VAGNER DA DENGUE;2
47;EE Idalino Ribeiro;28;MOREIRA;10
48;EE Idalino Ribeiro;28;GLAUBER DA SAÚDE;1
49;EE Idalino Ribeiro;28;DAYANNE CARDOSO;5
50;EE Idalino Ribeiro;28;ZE MILTON;1
51;EE Idalino Ribeiro;28;ERIC ERLON;6
52;EE Idalino Ribeiro;28;MAURICIO COSTA;1
53;EE Idalino Ribeiro;28;GENIVALDO BARROS;3
54;EE Idalino Ribeiro;28;DILSON CORINGA DO BOI DE JANEI;3
55;EE Idalino Ribeiro;28;FABIO SOUZA;1
56;EE Idalino Ribeiro;28;CAROL RODRIGUES;1
57;EE Idalino Ribeiro;28;JOÃO LUIZ DE NEGÃO;28
58;EE Idalino Ribeiro;28;EILTON SANTIAGO;6
59;EE Idalino Ribeiro;28;JARBINHAS;1
60;EE Idalino Ribeiro;28;ALAN MIRANDA;1
61;EE Idalino Ribeiro;28;JUNIOR GARÇOM;5
62;EE Idalino Ribeiro;28;CARLIM;9
63;EE Idalino Ribeiro;28;SELMA MORENA;1
64;EE Idalino Ribeiro;26;MARCELO PETRONE;27
65;EE Idalino Ribeiro;26;LORIM DA PADARIA;9
66;EE Idalino Ribeiro;26;JOÃO PELA;7
67;EE Idalino Ribeiro;26;VICTOR MOTORISTA BODÃO;2
68;EE Idalino Ribeiro;26;CLAUDIO SAMPA;2
69;EE Idalino Ribeiro;26;VERONICA CHAVES;2
70;EE Idalino Ribeiro;26;VALDECIR BADEGA;4
71;EE Idalino Ribeiro;26;DORINHA;4
72;EE Idalino Ribeiro;26;BETINHA DE LÉ;5
73;EE Idalino Ribeiro;26;LUIS VINICIUS DO CANTINHO;1
74;EE Idalino Ribeiro;26;WESLEY GARÇOM;1
75;EE Idalino Ribeiro;26;PEDRO (PH);2
76;EE Idalino Ribeiro;26;EDSON MIRANDA;3
77;EE Idalino Ribeiro;26;TAZINHA;1
78;EE Idalino Ribeiro;26;PRISCILA MATOS;3
79;EE Idalino Ribeiro;26;EVANDRO PINHO;1
80;EE Idalino Ribeiro;26;GIL PAGÓLE;1
81;EE Idalino Ribeiro;26;NADIA FRANCO;1
82;EE Idalino Ribeiro;26;THIAGO DURÃES;8
83;EE Idalino Ribeiro;26;CLEYTON GARDENAL;1
84;EE Idalino Ribeiro;26;JUNIO BARBOSA;10
85;EE Idalino Ribeiro;26;NILO DO TAXI;3
86;EE Idalino Ribeiro;26;TIÃO DE OLEGARIO;6
87;EE Idalino Ribeiro;26;MESSIAS;4
88;EE Idalino Ribeiro;26;NINHÃO;3
89;EE Idalino Ribeiro;26;KÉSLEY;3
90;EE Idalino Ribeiro;26;MARIA CLARA;8
91;EE Idalino Ribeiro;26;MOACIR OLIVEIRA;4
92;EE Idalino Ribeiro;26;DEDÉ CAIPIRA;1
93;EE Idalino Ribeiro;26;GATINHO SARMENTO;2
94;EE Idalino Ribeiro;26;JUAREZ DO TRATOR;5
95;EE Idalino Ribeiro;26;HENILTON IMÓVEIS;7
96;EE Idalino Ribeiro;26;ÍCARO CABELEREIRO;5
97;EE Idalino Ribeiro;26;ZEZINHO DO SALÃO;7
98;EE Idalino Ribeiro;26;RUBINHO ENFERMEIRO;1
99;EE Idalino Ribeiro;26;SERGINHO DA AUTO ELETRICA;1
100;EE Idalino Ribeiro;26;LETICIA ASSISTENTE SOCIAL;2
101;EE Idalino Ribeiro;26;JADSON;8
102;EE Idalino Ribeiro;26;JOÃO DETETIVE;8
103;EE Idalino Ribeiro;26;BENE DA BALANÇA;1
104;EE Idalino Ribeiro;26;LIA DE BIDA;1
105;EE Idalino Ribeiro;26;CLAUDINHA;1
106;EE Idalino Ribeiro;26;VILSINHO;8
107;EE Idalino Ribeiro;26;MOREIRA;17
108;EE Idalino Ribeiro;26;GLAUBER DA SAÚDE;3
109;EE Idalino Ribeiro;26;CID RODRIGUES;2
110;EE Idalino Ribeiro;26;DAYANNE CARDOSO;2
111;EE Idalino Ribeiro;26;ZE MILTON;1
112;EE Idalino Ribeiro;26;ERIC ERLON;9
113;EE Idalino Ribeiro;26;MAURICIO COSTA;1
114;EE Idalino Ribeiro;26;GENIVALDO BARROS;3
115;EE Idalino Ribeiro;26;DILSON CORINGA DO BOI DE JANEI;6
116;EE Idalino Ribeiro;26;CAROL RODRIGUES;2
117;EE Idalino Ribeiro;26;JOÃO LUIZ DE NEGÃO;15
118;EE Idalino Ribeiro;26;EILTON SANTIAGO;13
119;EE Idalino Ribeiro;26;JARBINHAS;3
120;EE Idalino Ribeiro;26;JUNIOR GARÇOM;10
121;EE Idalino Ribeiro;26;CARLIM;8
122;EE Idalino Ribeiro;30;MARCELO PETRONE;29
123;EE Idalino Ribeiro;30;LORIM DA PADARIA;10
124;EE Idalino Ribeiro;30;JOÃO PELA;3
125;EE Idalino Ribeiro;30;MARINA SANTANA;1
126;EE Idalino Ribeiro;30;CLAUDIO SAMPA;3
127;EE Idalino Ribeiro;30;VERONICA CHAVES;2
128;EE Idalino Ribeiro;30;DORINHA;4
129;EE Idalino Ribeiro;30;HIANCA FERREIRA;1
130;EE Idalino Ribeiro;30;BETINHA DE LÉ;9
131;EE Idalino Ribeiro;30;PEDRO (PH);1
132;EE Idalino Ribeiro;30;RAFA XCAR;1
133;EE Idalino Ribeiro;30;DIM DEFICIENTE VISUAL;1
134;EE Idalino Ribeiro;30;EDSON MIRANDA;3
135;EE Idalino Ribeiro;30;ZOIM;1
136;EE Idalino Ribeiro;30;TAZINHA;5
137;EE Idalino Ribeiro;30;EVANDRO PINHO;1
138;EE Idalino Ribeiro;30;SOLY;2
139;EE Idalino Ribeiro;30;GIL PAGÓLE;1
140;EE Idalino Ribeiro;30;NADIA FRANCO;1
141;EE Idalino Ribeiro;30;THIAGO DURÃES;12
142;EE Idalino Ribeiro;30;CLEYTON GARDENAL;3
143;EE Idalino Ribeiro;30;JUNIO BARBOSA;4
144;EE Idalino Ribeiro;30;NILO DO TAXI;5
145;EE Idalino Ribeiro;30;TIÃO DE OLEGARIO;6
146;EE Idalino Ribeiro;30;NINHÃO;2
147;EE Idalino Ribeiro;30;KÉSLEY;5
148;EE Idalino Ribeiro;30;MARIA CLARA;3
149;EE Idalino Ribeiro;30;MOACIR OLIVEIRA;2
150;EE Idalino Ribeiro;30;GATINHO SARMENTO;1
151;EE Idalino Ribeiro;30;HENILTON IMÓVEIS;3
152;EE Idalino Ribeiro;30;ÍCARO CABELEREIRO;3
153;EE Idalino Ribeiro;30;ZEZINHO DO SALÃO;5
154;EE Idalino Ribeiro;30;RUBINHO ENFERMEIRO;1
155;EE Idalino Ribeiro;30;SERGINHO DA AUTO ELETRICA;3
156;EE Idalino Ribeiro;30;LETICIA ASSISTENTE SOCIAL;3
157;EE Idalino Ribeiro;30;CIDA;1
158;EE Idalino Ribeiro;30;JADSON;18
159;EE Idalino Ribeiro;30;JOÃO DETETIVE;7
160;EE Idalino Ribeiro;30;DALVA;1
161;EE Idalino Ribeiro;30;BENE DA BALANÇA;2
162;EE Idalino Ribeiro;30;LIA DE BIDA;1
163;EE Idalino Ribeiro;30;VILSINHO;1
164;EE Idalino Ribeiro;30;MOREIRA;14
165;EE Idalino Ribeiro;30;PEU;2
166;EE Idalino Ribeiro;30;GLAUBER DA SAÚDE;2
167;EE Idalino Ribeiro;30;CID RODRIGUES;2
168;EE Idalino Ribeiro;30;DAYANNE CARDOSO;3
169;EE Idalino Ribeiro;30;ZE MILTON;1
170;EE Idalino Ribeiro;30;ERIC ERLON;6
171;EE Idalino Ribeiro;30;GENIVALDO BARROS;2
172;EE Idalino Ribeiro;30;DILSON CORINGA DO BOI DE JANEI;1
173;EE Idalino Ribeiro;30;ELIANY MAE ATIPICA;2
174;EE Idalino Ribeiro;30;FABIO SOUZA;1
175;EE Idalino Ribeiro;30;CAROL RODRIGUES;1
176;EE Idalino Ribeiro;30;JOÃO LUIZ DE NEGÃO;25
177;EE Idalino Ribeiro;30;EILTON SANTIAGO;5
178;EE Idalino Ribeiro;30;JARBINHAS;1
179;EE Idalino Ribeiro;30;GERSON TEIXEIRA;1
180;EE Idalino Ribeiro;30;FABIO SALES;1
181;EE Idalino Ribeiro;30;JUNIOR GARÇOM;6
182;EE Idalino Ribeiro;30;CARLIM;11
183;EE Idalino Ribeiro;30;SELMA MORENA;1
184;EE Idalino Ribeiro;254;MARCELO PETRONE;22
185;EE Idalino Ribeiro;254;LORIM DA PADARIA;6
186;EE Idalino Ribeiro;254;JOÃO PELA;10
187;EE Idalino Ribeiro;254;MARINA SANTANA;1
188;EE Idalino Ribeiro;254;ADEMIR PEDREIRO;1
189;EE Idalino Ribeiro;254;DORINHA;9
190;EE Idalino Ribeiro;254;BETINHA DE LÉ;2
191;EE Idalino Ribeiro;254;PEDRO (PH);1
192;EE Idalino Ribeiro;254;EDSON MIRANDA;3
193;EE Idalino Ribeiro;254;TAZINHA;2
194;EE Idalino Ribeiro;254;PRISCILA MATOS;1
195;EE Idalino Ribeiro;254;EVANDRO PINHO;4
196;EE Idalino Ribeiro;254;NADIA FRANCO;1
197;EE Idalino Ribeiro;254;THIAGO DURÃES;12
198;EE Idalino Ribeiro;254;CLEYTON GARDENAL;1
199;EE Idalino Ribeiro;254;JUNIO BARBOSA;4
200;EE Idalino Ribeiro;254;PALOMA PIPOQUINHA;1
201;EE Idalino Ribeiro;254;GERALDINHO;1
202;EE Idalino Ribeiro;254;NILO DO TAXI;2
203;EE Idalino Ribeiro;254;TIÃO DE OLEGARIO;8
204;EE Idalino Ribeiro;254;MESSIAS;1
205;EE Idalino Ribeiro;254;NINHÃO;3
206;EE Idalino Ribeiro;254;KÉSLEY;6
207;EE Idalino Ribeiro;254;MARIA CLARA;12
208;EE Idalino Ribeiro;254;JOÃO ERIK PROTETOR;1
209;EE Idalino Ribeiro;254;MOACIR OLIVEIRA;4
210;EE Idalino Ribeiro;254;HENILTON IMÓVEIS;3
211;EE Idalino Ribeiro;254;ÍCARO CABELEREIRO;2
212;EE Idalino Ribeiro;254;ZEZINHO DO SALÃO;9
213;EE Idalino Ribeiro;254;LUCAS BAIXINHO;1
214;EE Idalino Ribeiro;254;SERGINHO DA AUTO ELETRICA;2
215;EE Idalino Ribeiro;254;LETICIA ASSISTENTE SOCIAL;5
216;EE Idalino Ribeiro;254;CIDA;2
217;EE Idalino Ribeiro;254;PEDINHA DO BAR;1
218;EE Idalino Ribeiro;254;JADSON;20
219;EE Idalino Ribeiro;254;JOÃO DETETIVE;12
220;EE Idalino Ribeiro;254;BENE DA BALANÇA;1
221;EE Idalino Ribeiro;254;LEILIANE PROFESSORA;2
222;EE Idalino Ribeiro;254;LIA DE BIDA;1
223;EE Idalino Ribeiro;254;VILSINHO;4
224;EE Idalino Ribeiro;254;MOREIRA;12
225;EE Idalino Ribeiro;254;PEU;1
226;EE Idalino Ribeiro;254;CID RODRIGUES;1
227;EE Idalino Ribeiro;254;SAMUEL RODRIGUES;1
228;EE Idalino Ribeiro;254;DAYANNE CARDOSO;1
229;EE Idalino Ribeiro;254;ZE MILTON;2
230;EE Idalino Ribeiro;254;ERIC ERLON;10
231;EE Idalino Ribeiro;254;MAURICIO COSTA;2
232;EE Idalino Ribeiro;254;GENIVALDO BARROS;1
233;EE Idalino Ribeiro;254;DILSON CORINGA DO BOI DE JANEI;1
234;EE Idalino Ribeiro;254;FABIO SOUZA;2
235;EE Idalino Ribeiro;254;CAROL RODRIGUES;1
236;EE Idalino Ribeiro;254;JOÃO LUIZ DE NEGÃO;28
237;EE Idalino Ribeiro;254;EILTON SANTIAGO;7
238;EE Idalino Ribeiro;254;ALAN MIRANDA;1
239;EE Idalino Ribeiro;254;PATTY;1
240;EE Idalino Ribeiro;254;JUNIOR GARÇOM;5
241;EE Idalino Ribeiro;254;CARLIM;5
242;EE Idalino Ribeiro;262;MARCELO PETRONE;27
243;EE Idalino Ribeiro;262;LORIM DA PADARIA;4
244;EE Idalino Ribeiro;262;JOÃO PELA;5
245;EE Idalino Ribeiro;262;VICTOR MOTORISTA BODÃO;2
246;EE Idalino Ribeiro;262;CLAUDIO SAMPA;1
247;EE Idalino Ribeiro;262;ADEMIR PEDREIRO;2
248;EE Idalino Ribeiro;262;VERONICA CHAVES;2
249;EE Idalino Ribeiro;262;DORINHA;5
250;EE Idalino Ribeiro;262;BETINHA DE LÉ;3
251;EE Idalino Ribeiro;262;WESLEY GARÇOM;1
252;EE Idalino Ribeiro;262;PEDRO (PH);3
253;EE Idalino Ribeiro;262;DIM DEFICIENTE VISUAL;5
254;EE Idalino Ribeiro;262;EDSON MIRANDA;3
255;EE Idalino Ribeiro;262;ZOIM;1
256;EE Idalino Ribeiro;262;TAZINHA;4
257;EE Idalino Ribeiro;262;GIL PAGÓLE;1
258;EE Idalino Ribeiro;262;THIAGO DURÃES;5
259;EE Idalino Ribeiro;262;CLEYTON GARDENAL;1
260;EE Idalino Ribeiro;262;JUNIO BARBOSA;6
261;EE Idalino Ribeiro;262;GERALDINHO;2
262;EE Idalino Ribeiro;262;NILO DO TAXI;6
263;EE Idalino Ribeiro;262;TIÃO DE OLEGARIO;5
264;EE Idalino Ribeiro;262;MESSIAS;2
265;EE Idalino Ribeiro;262;NINHÃO;2
266;EE Idalino Ribeiro;262;KÉSLEY;4
267;EE Idalino Ribeiro;262;MARIA CLARA;13
268;EE Idalino Ribeiro;262;JOÃO ERIK PROTETOR;1
269;EE Idalino Ribeiro;262;MOACIR OLIVEIRA;6
270;EE Idalino Ribeiro;262;GATINHO SARMENTO;2
271;EE Idalino Ribeiro;262;JUAREZ DO TRATOR;1
272;EE Idalino Ribeiro;262;HENILTON IMÓVEIS;7
273;EE Idalino Ribeiro;262;ÍCARO CABELEREIRO;5
274;EE Idalino Ribeiro;262;ZEZINHO DO SALÃO;7
275;EE Idalino Ribeiro;262;SERGINHO DA AUTO ELETRICA;1
276;EE Idalino Ribeiro;262;LETICIA ASSISTENTE SOCIAL;9
277;EE Idalino Ribeiro;262;MAERCIO;1
278;EE Idalino Ribeiro;262;PEDINHA DO BAR;1
279;EE Idalino Ribeiro;262;JADSON;26
280;EE Idalino Ribeiro;262;JOÃO DETETIVE;10
281;EE Idalino Ribeiro;262;BENE DA BALANÇA;1
282;EE Idalino Ribeiro;262;LIA DE BIDA;1
283;EE Idalino Ribeiro;262;CLAUDINHA;1
284;EE Idalino Ribeiro;262;VILSINHO;3
285;EE Idalino Ribeiro;262;MOREIRA;5
286;EE Idalino Ribeiro;262;PEU;1
287;EE Idalino Ribeiro;262;GLAUBER DA SAÚDE;2
288;EE Idalino Ribeiro;262;SAMUEL RODRIGUES;1
289;EE Idalino Ribeiro;262;DAYANNE CARDOSO;7
290;EE Idalino Ribeiro;262;ZE MILTON;1
291;EE Idalino Ribeiro;262;ERIC ERLON;7
292;EE Idalino Ribeiro;262;MAURICIO COSTA;1
293;EE Idalino Ribeiro;262;GENIVALDO BARROS;3
294;EE Idalino Ribeiro;262;DILSON CORINGA DO BOI DE JANEI;8
295;EE Idalino Ribeiro;262;ELIANY MAE ATIPICA;1
296;EE Idalino Ribeiro;262;CAROL RODRIGUES;1
297;EE Idalino Ribeiro;262;JOÃO LUIZ DE NEGÃO;26
298;EE Idalino Ribeiro;262;EILTON SANTIAGO;10
299;EE Idalino Ribeiro;262;GERSON TEIXEIRA;1
300;EE Idalino Ribeiro;262;ALAN MIRANDA;1
301;EE Idalino Ribeiro;262;JUNIOR GARÇOM;4
302;EE Idalino Ribeiro;262;CARLIM;13
303;EE Idalino Ribeiro;41;MARCELO PETRONE;26
304;EE Idalino Ribeiro;41;LORIM DA PADARIA;9
305;EE Idalino Ribeiro;41;JOÃO PELA;11
306;EE Idalino Ribeiro;41;CLAUDIO SAMPA;1
307;EE Idalino Ribeiro;41;ADEMIR PEDREIRO;1
308;EE Idalino Ribeiro;41;VERONICA CHAVES;1
309;EE Idalino Ribeiro;41;VALDECIR BADEGA;3
310;EE Idalino Ribeiro;41;DORINHA;3
311;EE Idalino Ribeiro;41;BETINHA DE LÉ;7
312;EE Idalino Ribeiro;41;DIM DEFICIENTE VISUAL;1
313;EE Idalino Ribeiro;41;EDSON MIRANDA;7
314;EE Idalino Ribeiro;41;ZOIM;1
315;EE Idalino Ribeiro;41;TAZINHA;3
316;EE Idalino Ribeiro;41;PRISCILA MATOS;1
317;EE Idalino Ribeiro;41;EVANDRO PINHO;3
318;EE Idalino Ribeiro;41;SOLY;2
319;EE Idalino Ribeiro;41;THIAGO DURÃES;9
320;EE Idalino Ribeiro;41;CLEYTON GARDENAL;3
321;EE Idalino Ribeiro;41;JUNIO BARBOSA;8
322;EE Idalino Ribeiro;41;NILO DO TAXI;2
323;EE Idalino Ribeiro;41;TIÃO DE OLEGARIO;4
324;EE Idalino Ribeiro;41;MESSIAS;1
325;EE Idalino Ribeiro;41;NINHÃO;2
326;EE Idalino Ribeiro;41;KÉSLEY;3
327;EE Idalino Ribeiro;41;MARIA CLARA;5
328;EE Idalino Ribeiro;41;JOÃO ERIK PROTETOR;1
329;EE Idalino Ribeiro;41;MOACIR OLIVEIRA;2
330;EE Idalino Ribeiro;41;ELIETE SILVEIRA;1
331;EE Idalino Ribeiro;41;ELLEN JÉSSICA;1
332;EE Idalino Ribeiro;41;GATINHO SARMENTO;4
333;EE Idalino Ribeiro;41;JUAREZ DO TRATOR;1
334;EE Idalino Ribeiro;41;HENILTON IMÓVEIS;2
335;EE Idalino Ribeiro;41;ÍCARO CABELEREIRO;5
336;EE Idalino Ribeiro;41;GERALDO DO PINCH;1
337;EE Idalino Ribeiro;41;ZEZINHO DO SALÃO;5
338;EE Idalino Ribeiro;41;RUBINHO ENFERMEIRO;2
339;EE Idalino Ribeiro;41;SERGINHO DA AUTO ELETRICA;2
340;EE Idalino Ribeiro;41;LETICIA ASSISTENTE SOCIAL;4
341;EE Idalino Ribeiro;41;PEDINHA DO BAR;3
342;EE Idalino Ribeiro;41;JADSON;20
343;EE Idalino Ribeiro;41;JOÃO DETETIVE;6
344;EE Idalino Ribeiro;41;JO DA PADARIA;1
345;EE Idalino Ribeiro;41;BENE DA BALANÇA;1
346;EE Idalino Ribeiro;41;LEILIANE PROFESSORA;2
347;EE Idalino Ribeiro;41;CLAUDINHA;1
348;EE Idalino Ribeiro;41;VILSINHO;2
349;EE Idalino Ribeiro;41;VAGNER DA DENGUE;1
350;EE Idalino Ribeiro;41;MOREIRA;10
351;EE Idalino Ribeiro;41;GLAUBER DA SAÚDE;2
352;EE Idalino Ribeiro;41;CID RODRIGUES;3
353;EE Idalino Ribeiro;41;SAMUEL RODRIGUES;2
354;EE Idalino Ribeiro;41;DAYANNE CARDOSO;5
355;EE Idalino Ribeiro;41;ZE MILTON;2
356;EE Idalino Ribeiro;41;ERIC ERLON;6
357;EE Idalino Ribeiro;41;ESTÉ DO BRIGADEIRO;1
358;EE Idalino Ribeiro;41;GENIVALDO BARROS;2
359;EE Idalino Ribeiro;41;DILSON CORINGA DO BOI DE JANEI;1
360;EE Idalino Ribeiro;41;ELIANY MAE ATIPICA;1
361;EE Idalino Ribeiro;41;FABIO SOUZA;2
362;EE Idalino Ribeiro;41;CAROL RODRIGUES;1
363;EE Idalino Ribeiro;41;JOÃO LUIZ DE NEGÃO;26
364;EE Idalino Ribeiro;41;EILTON SANTIAGO;7
365;EE Idalino Ribeiro;41;JARBINHAS;1
366;EE Idalino Ribeiro;41;JUNIOR GARÇOM;14
367;EE Idalino Ribeiro;41;CARLIM;4
368;EE Idalino Ribeiro;41;HAYANNE ERIKA;1
369;EE Idalino Ribeiro;40;MARCELO PETRONE;32
370;EE Idalino Ribeiro;40;LORIM DA PADARIA;5
371;EE Idalino Ribeiro;40;JOÃO PELA;4
372;EE Idalino Ribeiro;40;MARINA SANTANA;1
373;EE Idalino Ribeiro;40;VALDECIR BADEGA;1
374;EE Idalino Ribeiro;40;DORINHA;6
375;EE Idalino Ribeiro;40;BETINHA DE LÉ;3
376;EE Idalino Ribeiro;40;DIM DEFICIENTE VISUAL;1
377;EE Idalino Ribeiro;40;EDSON MIRANDA;2
378;EE Idalino Ribeiro;40;TAZINHA;4
379;EE Idalino Ribeiro;40;PRISCILA MATOS;4
380;EE Idalino Ribeiro;40;EVANDRO PINHO;1
381;EE Idalino Ribeiro;40;NADIA FRANCO;2
382;EE Idalino Ribeiro;40;THIAGO DURÃES;6
383;EE Idalino Ribeiro;40;CLEYTON GARDENAL;2
384;EE Idalino Ribeiro;40;JUNIO BARBOSA;3
385;EE Idalino Ribeiro;40;NILO DO TAXI;1
386;EE Idalino Ribeiro;40;TIÃO DE OLEGARIO;9
387;EE Idalino Ribeiro;40;MESSIAS;1
388;EE Idalino Ribeiro;40;NINHÃO;1
389;EE Idalino Ribeiro;40;KÉSLEY;7
390;EE Idalino Ribeiro;40;MARIA CLARA;5
391;EE Idalino Ribeiro;40;JOÃO ERIK PROTETOR;1
392;EE Idalino Ribeiro;40;MOACIR OLIVEIRA;4
393;EE Idalino Ribeiro;40;MÁRCIO EVENTOS;1
394;EE Idalino Ribeiro;40;MORGANA FIGUEIREDO;1
395;EE Idalino Ribeiro;40;HENILTON IMÓVEIS;5
396;EE Idalino Ribeiro;40;ÍCARO CABELEREIRO;3
397;EE Idalino Ribeiro;40;ZEZINHO DO SALÃO;8
398;EE Idalino Ribeiro;40;LUCAS BAIXINHO;1
399;EE Idalino Ribeiro;40;SERGINHO DA AUTO ELETRICA;1
400;EE Idalino Ribeiro;40;LETICIA ASSISTENTE SOCIAL;5
401;EE Idalino Ribeiro;40;CIDA;1
402;EE Idalino Ribeiro;40;PEDINHA DO BAR;2
403;EE Idalino Ribeiro;40;JADSON;15
404;EE Idalino Ribeiro;40;JOÃO DETETIVE;4
405;EE Idalino Ribeiro;40;BENE DA BALANÇA;1
406;EE Idalino Ribeiro;40;CLAUDINHA;2
407;EE Idalino Ribeiro;40;MOREIRA;9
408;EE Idalino Ribeiro;40;PEU;1
409;EE Idalino Ribeiro;40;GLAUBER DA SAÚDE;1
410;EE Idalino Ribeiro;40;DAYANNE CARDOSO;4
411;EE Idalino Ribeiro;40;ZE MILTON;3
412;EE Idalino Ribeiro;40;ERIC ERLON;7
413;EE Idalino Ribeiro;40;MAURICIO COSTA;2
414;EE Idalino Ribeiro;40;GENIVALDO BARROS;1
415;EE Idalino Ribeiro;40;DILSON CORINGA DO BOI DE JANEI;2
416;EE Idalino Ribeiro;40;FABIO SOUZA;1
417;EE Idalino Ribeiro;40;JOÃO LUIZ DE NEGÃO;24
418;EE Idalino Ribeiro;40;EILTON SANTIAGO;10
419;EE Idalino Ribeiro;40;JARBINHAS;1
420;EE Idalino Ribeiro;40;JUNIOR GARÇOM;10
421;EE Idalino Ribeiro;40;CARLIM;7
422;EE Idalino Ribeiro;40;SELMA MORENA;1
423;EE Idalino Ribeiro;108;MARCELO PETRONE;25
424;EE Idalino Ribeiro;108;LORIM DA PADARIA;2
425;EE Idalino Ribeiro;108;JOÃO PELA;6
426;EE Idalino Ribeiro;108;VICTOR MOTORISTA BODÃO;1
427;EE Idalino Ribeiro;108;CLAUDIO SAMPA;1
428;EE Idalino Ribeiro;108;ADEMIR PEDREIRO;1
429;EE Idalino Ribeiro;108;VERONICA CHAVES;2
430;EE Idalino Ribeiro;108;VALDECIR BADEGA;1
431;EE Idalino Ribeiro;108;DORINHA;9
432;EE Idalino Ribeiro;108;BETINHA DE LÉ;6
433;EE Idalino Ribeiro;108;PEDRO (PH);1
434;EE Idalino Ribeiro;108;RAFA XCAR;1
435;EE Idalino Ribeiro;108;YASMIM SOARES;1
436;EE Idalino Ribeiro;108;DIM DEFICIENTE VISUAL;1
437;EE Idalino Ribeiro;108;EDSON MIRANDA;2
438;EE Idalino Ribeiro;108;ZOIM;1
439;EE Idalino Ribeiro;108;TAZINHA;8
440;EE Idalino Ribeiro;108;PRISCILA MATOS;2
441;EE Idalino Ribeiro;108;EVANDRO PINHO;6
442;EE Idalino Ribeiro;108;SOLY;1
443;EE Idalino Ribeiro;108;THIAGO DURÃES;10
444;EE Idalino Ribeiro;108;JUNIO BARBOSA;6
445;EE Idalino Ribeiro;108;NILO DO TAXI;3
446;EE Idalino Ribeiro;108;TIÃO DE OLEGARIO;11
447;EE Idalino Ribeiro;108;MESSIAS;2
448;EE Idalino Ribeiro;108;NINHÃO;6
449;EE Idalino Ribeiro;108;KÉSLEY;2
450;EE Idalino Ribeiro;108;MARIA CLARA;6
451;EE Idalino Ribeiro;108;ELIETE SILVEIRA;1
452;EE Idalino Ribeiro;108;GATINHO SARMENTO;2
453;EE Idalino Ribeiro;108;HENILTON IMÓVEIS;10
454;EE Idalino Ribeiro;108;GERALDO DO PINCH;1
455;EE Idalino Ribeiro;108;ZEZINHO DO SALÃO;13
456;EE Idalino Ribeiro;108;LUCAS BAIXINHO;1
457;EE Idalino Ribeiro;108;SERGINHO DA AUTO ELETRICA;1
