;LOCAL;SECAO;CANDIDATO;VOTOS
2438;EE Levindo Lambert;48;NILO DO TAXI;5
2439;EE Levindo Lambert;48;TIÃO DE OLEGARIO;9
2440;EE Levindo Lambert;48;MESSIAS;2
2441;EE Levindo Lambert;48;KÉSLEY;4
2442;EE Levindo Lambert;48;MARIA CLARA;6
2443;EE Levindo Lambert;48;MOACIR OLIVEIRA;8
2444;EE Levindo Lambert;48;GATINHO SARMENTO;4
2445;EE Levindo Lambert;48;HENILTON IMÓVEIS;7
2446;EE Levindo Lambert;48;ÍCARO CABELEREIRO;1
2447;EE Levindo Lambert;48;ZEZINHO DO SALÃO;5
2448;EE Levindo Lambert;48;LUCAS BAIXINHO;1
2449;EE Levindo Lambert;48;SERGINHO DA AUTO ELETRICA;4
2450;EE Levindo Lambert;48;LETICIA ASSISTENTE SOCIAL;2
2451;EE Levindo Lambert;48;MAERCIO;3
2452;EE Levindo Lambert;48;PEDINHA DO BAR;2
2453;EE Levindo Lambert;48;JADSON;6
2454;EE Levindo Lambert;48;JOÃO DETETIVE;4
2455;EE Levindo Lambert;48;JO DA PADARIA;1
2456;EE Levindo Lambert;48;BENE DA BALANÇA;5
2457;EE Levindo Lambert;48;LEILIANE PROFESSORA;2
2458;EE Levindo Lambert;48;LIA DE BIDA;9
2459;EE Levindo Lambert;48;VAGNER DA DENGUE;2
2460;EE Levindo Lambert;48;MOREIRA;6
2461;EE Levindo Lambert;48;PEU;5
2462;EE Levindo Lambert;48;GLAUBER DA SAÚDE;3
2463;EE Levindo Lambert;48;CID RODRIGUES;1
2464;EE Levindo Lambert;48;DAYANNE CARDOSO;1
2465;EE Levindo Lambert;48;ZE MILTON;3
2466;EE Levindo Lambert;48;ERIC ERLON;4
2467;EE Levindo Lambert;48;MAURICIO COSTA;2
2468;EE Levindo Lambert;48;ELIANY MAE ATIPICA;2
2469;EE Levindo Lambert;48;CAROL RODRIGUES;1
2470;EE Levindo Lambert;48;JOÃO LUIZ DE NEGÃO;10
2471;EE Levindo Lambert;48;EILTON SANTIAGO;7
2472;EE Levindo Lambert;48;JARBINHAS;1
2473;EE Levindo Lambert;48;GERSON TEIXEIRA;1
2474;EE Levindo Lambert;48;ALAN MIRANDA;4
2475;EE Levindo Lambert;48;FABIO SALES;4
2476;EE Levindo Lambert;48;JUNIOR GARÇOM;3
2477;EE Levindo Lambert;48;CARLIM;7
2478;EE Levindo Lambert;111;MARCELO PETRONE;23
2479;EE Levindo Lambert;111;LORIM DA PADARIA;1
2480;EE Levindo Lambert;111;JOÃO PELA;12
2481;EE Levindo Lambert;111;MARINA SANTANA;1
2482;EE Levindo Lambert;111;VICTOR MOTORISTA BODÃO;3
2483;EE Levindo Lambert;111;CLAUDIO SAMPA;1
2484;EE Levindo Lambert;111;ADEMIR PEDREIRO;1
2485;EE Levindo Lambert;111;ANISIA DO SANTO ANTONIO;1
2486;EE Levindo Lambert;111;DORINHA;1
2487;EE Levindo Lambert;111;BETINHA DE LÉ;11
2488;EE Levindo Lambert;111;LUIS VINICIUS DO CANTINHO;2
2489;EE Levindo Lambert;111;RAFA XCAR;1
2490;EE Levindo Lambert;111;EDSON MIRANDA;7
2491;EE Levindo Lambert;111;ZOIM;3
2492;EE Levindo Lambert;111;TAZINHA;6
2493;EE Levindo Lambert;111;EVANDRO PINHO;1
2494;EE Levindo Lambert;111;GIL PAGÓLE;1
2495;EE Levindo Lambert;111;NADIA FRANCO;1
2496;EE Levindo Lambert;111;THIAGO DURÃES;10
2497;EE Levindo Lambert;111;JUNIO BARBOSA;1
2498;EE Levindo Lambert;111;TIÃO DE OLEGARIO;13
2499;EE Levindo Lambert;111;MESSIAS;2
2500;EE Levindo Lambert;111;KÉSLEY;1
2501;EE Levindo Lambert;111;MARIA CLARA;8
2502;EE Levindo Lambert;111;JOÃO ERIK PROTETOR;1
2503;EE Levindo Lambert;111;MOACIR OLIVEIRA;6
2504;EE Levindo Lambert;111;TINA SOARES;1
2505;EE Levindo Lambert;111;ELLEN JÉSSICA;1
2506;EE Levindo Lambert;111;GATINHO SARMENTO;2
2507;EE Levindo Lambert;111;JUAREZ DO TRATOR;1
2508;EE Levindo Lambert;111;HENILTON IMÓVEIS;11
2509;EE Levindo Lambert;111;ZEZINHO DO SALÃO;9
2510;EE Levindo Lambert;111;SERGINHO DA AUTO ELETRICA;6
2511;EE Levindo Lambert;111;LETICIA ASSISTENTE SOCIAL;1
2512;EE Levindo Lambert;111;MAERCIO;4
2513;EE Levindo Lambert;111;PEDINHA DO BAR;2
2514;EE Levindo Lambert;111;JADSON;15
2515;EE Levindo Lambert;111;JOÃO DETETIVE;5
2516;EE Levindo Lambert;111;JO DA PADARIA;2
2517;EE Levindo Lambert;111;BENE DA BALANÇA;3
2518;EE Levindo Lambert;111;LEILIANE PROFESSORA;2
2519;EE Levindo Lambert;111;LIA DE BIDA;6
2520;EE Levindo Lambert;111;VILSINHO;1
2521;EE Levindo Lambert;111;VAGNER DA DENGUE;3
2522;EE Levindo Lambert;111;MOREIRA;8
2523;EE Levindo Lambert;111;PEU;1
2524;EE Levindo Lambert;111;GLAUBER DA SAÚDE;2
2525;EE Levindo Lambert;111;CID RODRIGUES;1
2526;EE Levindo Lambert;111;SAMUEL RODRIGUES;1
2527;EE Levindo Lambert;111;DAYANNE CARDOSO;1
2528;EE Levindo Lambert;111;ZE MILTON;1
2529;EE Levindo Lambert;111;ERIC ERLON;4
2530;EE Levindo Lambert;111;MAURICIO COSTA;1
2531;EE Levindo Lambert;111;GENIVALDO BARROS;1
2532;EE Levindo Lambert;111;ELIANY MAE ATIPICA;2
2533;EE Levindo Lambert;111;FABIO SOUZA;1
2534;EE Levindo Lambert;111;CAROL RODRIGUES;3
2535;EE Levindo Lambert;111;JOÃO LUIZ DE NEGÃO;14
2536;EE Levindo Lambert;111;EILTON SANTIAGO;14
2537;EE Levindo Lambert;111;JARBINHAS;2
2538;EE Levindo Lambert;111;GERSON TEIXEIRA;1
2539;EE Levindo Lambert;111;ALAN MIRANDA;2
2540;EE Levindo Lambert;111;FABIO SALES;1
2541;EE Levindo Lambert;111;JUNIOR GARÇOM;7
2542;EE Levindo Lambert;111;CARLIM;7
2543;EE Levindo Lambert;111;HAYANNE ERIKA;1
2544;EE Levindo Lambert;111;SELMA MORENA;1
2545;EE Levindo Lambert;122;MARCELO PETRONE;17
2546;EE Levindo Lambert;122;LORIM DA PADARIA;4
2547;EE Levindo Lambert;122;JOÃO PELA;8
2548;EE Levindo Lambert;122;MARINA SANTANA;1
2549;EE Levindo Lambert;122;CLAUDIO SAMPA;1
2550;EE Levindo Lambert;122;VERONICA CHAVES;1
2551;EE Levindo Lambert;122;DORINHA;9
2552;EE Levindo Lambert;122;BETINHA DE LÉ;7
2553;EE Levindo Lambert;122;LUIS VINICIUS DO CANTINHO;1
2554;EE Levindo Lambert;122;ORALDO MARTINS;2
2555;EE Levindo Lambert;122;EDSON MIRANDA;5
2556;EE Levindo Lambert;122;ZOIM;9
2557;EE Levindo Lambert;122;TAZINHA;5
2558;EE Levindo Lambert;122;PRISCILA MATOS;3
2559;EE Levindo Lambert;122;EVANDRO PINHO;1
2560;EE Levindo Lambert;122;GIL PAGÓLE;2
2561;EE Levindo Lambert;122;THIAGO DURÃES;8
2562;EE Levindo Lambert;122;CLEYTON GARDENAL;3
2563;EE Levindo Lambert;122;JUNIO BARBOSA;4
2564;EE Levindo Lambert;122;PALOMA PIPOQUINHA;1
2565;EE Levindo Lambert;122;NILO DO TAXI;3
2566;EE Levindo Lambert;122;TIÃO DE OLEGARIO;10
2567;EE Levindo Lambert;122;MESSIAS;1
2568;EE Levindo Lambert;122;NINHÃO;1
2569;EE Levindo Lambert;122;KÉSLEY;1
2570;EE Levindo Lambert;122;MARIA CLARA;9
2571;EE Levindo Lambert;122;AGNELO MEDINA;3
2572;EE Levindo Lambert;122;JOÃO ERIK PROTETOR;1
2573;EE Levindo Lambert;122;MOACIR OLIVEIRA;8
2574;EE Levindo Lambert;122;ELIETE SILVEIRA;1
2575;EE Levindo Lambert;122;ELLEN JÉSSICA;1
2576;EE Levindo Lambert;122;GATINHO SARMENTO;3
2577;EE Levindo Lambert;122;HENILTON IMÓVEIS;8
2578;EE Levindo Lambert;122;ÍCARO CABELEREIRO;1
2579;EE Levindo Lambert;122;ZEZINHO DO SALÃO;5
2580;EE Levindo Lambert;122;LUCAS BAIXINHO;1
2581;EE Levindo Lambert;122;RUBINHO ENFERMEIRO;1
2582;EE Levindo Lambert;122;SERGINHO DA AUTO ELETRICA;8
2583;EE Levindo Lambert;122;MAERCIO;3
2584;EE Levindo Lambert;122;PEDINHA DO BAR;1
2585;EE Levindo Lambert;122;JADSON;16
2586;EE Levindo Lambert;122;JOÃO DETETIVE;3
2587;EE Levindo Lambert;122;DALVA;1
2588;EE Levindo Lambert;122;JO DA PADARIA;1
2589;EE Levindo Lambert;122;BENE DA BALANÇA;5
2590;EE Levindo Lambert;122;LIA DE BIDA;2
2591;EE Levindo Lambert;122;MOREIRA;7
2592;EE Levindo Lambert;122;PEU;1
2593;EE Levindo Lambert;122;ZE MILTON;1
2594;EE Levindo Lambert;122;ERIC ERLON;5
2595;EE Levindo Lambert;122;MAURICIO COSTA;3
2596;EE Levindo Lambert;122;GENIVALDO BARROS;1
2597;EE Levindo Lambert;122;DILSON CORINGA DO BOI DE JANEI;1
2598;EE Levindo Lambert;122;CAROL RODRIGUES;2
2599;EE Levindo Lambert;122;JOÃO LUIZ DE NEGÃO;15
2600;EE Levindo Lambert;122;EILTON SANTIAGO;4
2601;EE Levindo Lambert;122;JARBINHAS;3
2602;EE Levindo Lambert;122;ALAN MIRANDA;4
2603;EE Levindo Lambert;122;FABIO SALES;2
2604;EE Levindo Lambert;122;PATTY;1
2605;EE Levindo Lambert;122;JUNIOR GARÇOM;8
2606;EE Levindo Lambert;122;CARLIM;9
2607;EE Levindo Lambert;144;MARCELO PETRONE;31
2608;EE Levindo Lambert;144;JOÃO PELA;3
2609;EE Levindo Lambert;144;ADEMIR PEDREIRO;5
2610;EE Levindo Lambert;144;DORINHA;70
2611;EE Levindo Lambert;144;BETINHA DE LÉ;5
2612;EE Levindo Lambert;144;EDSON MIRANDA;2
2613;EE Levindo Lambert;144;PRISCILA MATOS;1
2614;EE Levindo Lambert;144;THIAGO DURÃES;2
2615;EE Levindo Lambert;144;JUNIO BARBOSA;4
2616;EE Levindo Lambert;144;GERALDINHO;1
2617;EE Levindo Lambert;144;TIÃO DE OLEGARIO;2
2618;EE Levindo Lambert;144;NINHÃO;1
2619;EE Levindo Lambert;144;MARIA CLARA;1
2620;EE Levindo Lambert;144;MOACIR OLIVEIRA;49
2621;EE Levindo Lambert;144;HENILTON IMÓVEIS;1
2622;EE Levindo Lambert;144;ZEZINHO DO SALÃO;6
2623;EE Levindo Lambert;144;PEDINHA DO BAR;2
2624;EE Levindo Lambert;144;JADSON;5
2625;EE Levindo Lambert;144;BENE DA BALANÇA;2
2626;EE Levindo Lambert;144;MOREIRA;1
2627;EE Levindo Lambert;144;ZE MILTON;2
2628;EE Levindo Lambert;144;ERIC ERLON;1
2629;EE Levindo Lambert;144;CAROL RODRIGUES;1
2630;EE Levindo Lambert;144;JOÃO LUIZ DE NEGÃO;2
2631;EE Levindo Lambert;144;EILTON SANTIAGO;2
2632;EE Levindo Lambert;144;JARBINHAS;1
2633;EE Levindo Lambert;144;JUNIOR GARÇOM;10
2634;EE Levindo Lambert;144;CARLIM;2
2635;EE Levindo Lambert;47;MARCELO PETRONE;15
2636;EE Levindo Lambert;47;LORIM DA PADARIA;4
2637;EE Levindo Lambert;47;JOÃO PELA;10
2638;EE Levindo Lambert;47;MARINA SANTANA;1
2639;EE Levindo Lambert;47;VERONICA CHAVES;1
2640;EE Levindo Lambert;47;VALDECIR BADEGA;1
2641;EE Levindo Lambert;47;DORINHA;3
2642;EE Levindo Lambert;47;HIANCA FERREIRA;1
2643;EE Levindo Lambert;47;BETINHA DE LÉ;5
2644;EE Levindo Lambert;47;GISELE;1
2645;EE Levindo Lambert;47;ORALDO MARTINS;2
2646;EE Levindo Lambert;47;RAFA XCAR;1
2647;EE Levindo Lambert;47;MARLY;1
2648;EE Levindo Lambert;47;EDSON MIRANDA;7
2649;EE Levindo Lambert;47;ZOIM;2
2650;EE Levindo Lambert;47;TAZINHA;4
2651;EE Levindo Lambert;47;PRISCILA MATOS;1
2652;EE Levindo Lambert;47;NADIA FRANCO;1
2653;EE Levindo Lambert;47;THIAGO DURÃES;7
2654;EE Levindo Lambert;47;CLEYTON GARDENAL;2
2655;EE Levindo Lambert;47;JUNIO BARBOSA;3
2656;EE Levindo Lambert;47;TIÃO DE OLEGARIO;10
2657;EE Levindo Lambert;47;LEIDE DA SAÚDE;2
2658;EE Levindo Lambert;47;NINHÃO;1
2659;EE Levindo Lambert;47;MARIA CLARA;6
2660;EE Levindo Lambert;47;AGNELO MEDINA;1
2661;EE Levindo Lambert;47;JOÃO ERIK PROTETOR;1
2662;EE Levindo Lambert;47;MOACIR OLIVEIRA;10
2663;EE Levindo Lambert;47;GATINHO SARMENTO;2
2664;EE Levindo Lambert;47;JUAREZ DO TRATOR;1
2665;EE Levindo Lambert;47;HENILTON IMÓVEIS;17
2666;EE Levindo Lambert;47;ZEZINHO DO SALÃO;12
2667;EE Levindo Lambert;47;SERGINHO DA AUTO ELETRICA;1
2668;EE Levindo Lambert;47;LETICIA ASSISTENTE SOCIAL;2
2669;EE Levindo Lambert;47;PEDINHA DO BAR;1
2670;EE Levindo Lambert;47;JADSON;11
2671;EE Levindo Lambert;47;JOÃO DETETIVE;4
2672;EE Levindo Lambert;47;DALVA;1
2673;EE Levindo Lambert;47;BENE DA BALANÇA;8
2674;EE Levindo Lambert;47;LEILIANE PROFESSORA;1
2675;EE Levindo Lambert;47;LIA DE BIDA;4
2676;EE Levindo Lambert;47;MOREIRA;6
2677;EE Levindo Lambert;47;PEU;1
2678;EE Levindo Lambert;47;DAYANNE CARDOSO;1
2679;EE Levindo Lambert;47;ERIC ERLON;7
2680;EE Levindo Lambert;47;GENIVALDO BARROS;2
2681;EE Levindo Lambert;47;DILSON CORINGA DO BOI DE JANEI;1
2682;EE Levindo Lambert;47;ELIANY MAE ATIPICA;1
2683;EE Levindo Lambert;47;CAROL RODRIGUES;3
2684;EE Levindo Lambert;47;JOÃO LUIZ DE NEGÃO;11
2685;EE Levindo Lambert;47;EILTON SANTIAGO;8
2686;EE Levindo Lambert;47;JARBINHAS;5
2687;EE Levindo Lambert;47;GERSON TEIXEIRA;2
2688;EE Levindo Lambert;47;ALAN MIRANDA;3
2689;EE Levindo Lambert;47;FABIO SALES;4
2690;EE Levindo Lambert;47;PATTY;3
2691;EE Levindo Lambert;47;JUNIOR GARÇOM;8
2692;EE Levindo Lambert;47;CARLIM;7
2693;EE Levindo Lambert;46;MARCELO PETRONE;17
2694;EE Levindo Lambert;46;LORIM DA PADARIA;3
2695;EE Levindo Lambert;46;JOÃO PELA;9
2696;EE Levindo Lambert;46;MARINA SANTANA;2
2697;EE Levindo Lambert;46;VICTOR MOTORISTA BODÃO;1
2698;EE Levindo Lambert;46;CLAUDIO SAMPA;1
2699;EE Levindo Lambert;46;ADEMIR PEDREIRO;1
2700;EE Levindo Lambert;46;VERONICA CHAVES;4
2701;EE Levindo Lambert;46;DORINHA;6
2702;EE Levindo Lambert;46;BETINHA DE LÉ;2
2703;EE Levindo Lambert;46;ORALDO MARTINS;2
2704;EE Levindo Lambert;46;RAFA XCAR;1
2705;EE Levindo Lambert;46;EDSON MIRANDA;10
2706;EE Levindo Lambert;46;ZOIM;5
2707;EE Levindo Lambert;46;TAZINHA;4
2708;EE Levindo Lambert;46;PRISCILA MATOS;1
2709;EE Levindo Lambert;46;THIAGO DURÃES;14
2710;EE Levindo Lambert;46;NILO DO TAXI;2
2711;EE Levindo Lambert;46;TIÃO DE OLEGARIO;6
2712;EE Levindo Lambert;46;LEIDE DA SAÚDE;1
2713;EE Levindo Lambert;46;NINHÃO;2
2714;EE Levindo Lambert;46;KÉSLEY;2
2715;EE Levindo Lambert;46;MARIA CLARA;11
2716;EE Levindo Lambert;46;JOÃO ERIK PROTETOR;1
2717;EE Levindo Lambert;46;NILCE ARTESÃ;2
2718;EE Levindo Lambert;46;MOACIR OLIVEIRA;10
2719;EE Levindo Lambert;46;GATINHO SARMENTO;2
2720;EE Levindo Lambert;46;JUAREZ DO TRATOR;3
2721;EE Levindo Lambert;46;HENILTON IMÓVEIS;5
2722;EE Levindo Lambert;46;ZEZINHO DO SALÃO;12
2723;EE Levindo Lambert;46;LUCAS BAIXINHO;2
2724;EE Levindo Lambert;46;SERGINHO DA AUTO ELETRICA;4
2725;EE Levindo Lambert;46;LETICIA ASSISTENTE SOCIAL;1
2726;EE Levindo Lambert;46;PEDINHA DO BAR;1
2727;EE Levindo Lambert;46;JADSON;17
2728;EE Levindo Lambert;46;JOÃO DETETIVE;3
2729;EE Levindo Lambert;46;JO DA PADARIA;1
2730;EE Levindo Lambert;46;BENE DA BALANÇA;1
2731;EE Levindo Lambert;46;LIA DE BIDA;5
2732;EE Levindo Lambert;46;VAGNER DA DENGUE;1
2733;EE Levindo Lambert;46;MOREIRA;4
2734;EE Levindo Lambert;46;PEU;2
2735;EE Levindo Lambert;46;GLAUBER DA SAÚDE;2
2736;EE Levindo Lambert;46;SAMUEL RODRIGUES;1
2737;EE Levindo Lambert;46;DAYANNE CARDOSO;1
2738;EE Levindo Lambert;46;ZE MILTON;1
2739;EE Levindo Lambert;46;ERIC ERLON;7
2740;EE Levindo Lambert;46;MAURICIO COSTA;2
2741;EE Levindo Lambert;46;FABIO SOUZA;1
2742;EE Levindo Lambert;46;CAROL RODRIGUES;1
2743;EE Levindo Lambert;46;JOÃO LUIZ DE NEGÃO;12
2744;EE Levindo Lambert;46;EILTON SANTIAGO;5
2745;EE Levindo Lambert;46;JARBINHAS;2
2746;EE Levindo Lambert;46;GERSON TEIXEIRA;1
2747;EE Levindo Lambert;46;ALAN MIRANDA;1
2748;EE Levindo Lambert;46;FABIO SALES;3
2749;EE Levindo Lambert;46;PATTY;2
2750;EE Levindo Lambert;46;JUNIOR GARÇOM;7
2751;EE Levindo Lambert;46;CARLIM;11
2752;EE Levindo Lambert;46;DEOLINDA DO FORRO;2
2753;EE Levindo Lambert;49;MARCELO PETRONE;28
2754;EE Levindo Lambert;49;LORIM DA PADARIA;3
2755;EE Levindo Lambert;49;JOÃO PELA;9
2756;EE Levindo Lambert;49;MARINA SANTANA;2
2757;EE Levindo Lambert;49;VICTOR MOTORISTA BODÃO;1
2758;EE Levindo Lambert;49;CLAUDIO SAMPA;3
2759;EE Levindo Lambert;49;ADEMIR PEDREIRO;1
2760;EE Levindo Lambert;49;VERONICA CHAVES;1
2761;EE Levindo Lambert;49;ANISIA DO SANTO ANTONIO;3
2762;EE Levindo Lambert;49;VALDECIR BADEGA;1
2763;EE Levindo Lambert;49;DORINHA;6
2764;EE Levindo Lambert;49;BETINHA DE LÉ;10
2765;EE Levindo Lambert;49;ORALDO MARTINS;2
2766;EE Levindo Lambert;49;EDSON MIRANDA;5
2767;EE Levindo Lambert;49;ZOIM;6
2768;EE Levindo Lambert;49;TAZINHA;8
2769;EE Levindo Lambert;49;PRISCILA MATOS;2
2770;EE Levindo Lambert;49;EVANDRO PINHO;1
2771;EE Levindo Lambert;49;GIL PAGÓLE;1
2772;EE Levindo Lambert;49;NADIA FRANCO;1
2773;EE Levindo Lambert;49;THIAGO DURÃES;8
2774;EE Levindo Lambert;49;JUNIO BARBOSA;4
2775;EE Levindo Lambert;49;PALOMA PIPOQUINHA;1
2776;EE Levindo Lambert;49;NILO DO TAXI;3
2777;EE Levindo Lambert;49;TIÃO DE OLEGARIO;5
2778;EE Levindo Lambert;49;MESSIAS;1
2779;EE Levindo Lambert;49;KÉSLEY;1
2780;EE Levindo Lambert;49;MARIA CLARA;8
2781;EE Levindo Lambert;49;NILCE ARTESÃ;4
2782;EE Levindo Lambert;49;MOACIR OLIVEIRA;6
2783;EE Levindo Lambert;49;ELLEN JÉSSICA;1
2784;EE Levindo Lambert;49;JUAREZ DO TRATOR;1
2785;EE Levindo Lambert;49;HENILTON IMÓVEIS;8
2786;EE Levindo Lambert;49;ÍCARO CABELEREIRO;1
2787;EE Levindo Lambert;49;ZEZINHO DO SALÃO;5
2788;EE Levindo Lambert;49;LUCAS BAIXINHO;2
2789;EE Levindo Lambert;49;SERGINHO DA AUTO ELETRICA;5
2790;EE Levindo Lambert;49;MAERCIO;3
2791;EE Levindo Lambert;49;PEDINHA DO BAR;1
2792;EE Levindo Lambert;49;JADSON;14
2793;EE Levindo Lambert;49;JOÃO DETETIVE;2
2794;EE Levindo Lambert;49;JO DA PADARIA;1
2795;EE Levindo Lambert;49;BENE DA BALANÇA;3
2796;EE Levindo Lambert;49;LEILIANE PROFESSORA;2
2797;EE Levindo Lambert;49;LIA DE BIDA;6
2798;EE Levindo Lambert;49;VILSINHO;1
2799;EE Levindo Lambert;49;VAGNER DA DENGUE;1
2800;EE Levindo Lambert;49;MOREIRA;4
2801;EE Levindo Lambert;49;PEU;1
2802;EE Levindo Lambert;49;GLAUBER DA SAÚDE;3
2803;EE Levindo Lambert;49;CID RODRIGUES;3
2804;EE Levindo Lambert;49;SAMUEL RODRIGUES;1
2805;EE Levindo Lambert;49;ZE MILTON;3
2806;EE Levindo Lambert;49;ERIC ERLON;3
2807;EE Levindo Lambert;49;MAURICIO COSTA;2
2808;EE Levindo Lambert;49;GENIVALDO BARROS;1
2809;EE Levindo Lambert;49;ELIANY MAE ATIPICA;1
2810;EE Levindo Lambert;49;CAROL RODRIGUES;3
2811;EE Levindo Lambert;49;JOÃO LUIZ DE NEGÃO;9
2812;EE Levindo Lambert;49;EILTON SANTIAGO;9
2813;EE Levindo Lambert;49;JARBINHAS;3
2814;EE Levindo Lambert;49;GERSON TEIXEIRA;1
2815;EE Levindo Lambert;49;ALAN MIRANDA;2
2816;EE Levindo Lambert;49;FABIO SALES;1
2817;EE Levindo Lambert;49;PATTY;1
2818;EE Levindo Lambert;49;JUNIOR GARÇOM;6
2819;EE Levindo Lambert;49;CARLIM;10
2820;EE Levindo Lambert;49;HAYANNE ERIKA;2
2821;EE Levindo Lambert;49;SELMA MORENA;1
2822;EE Levindo Lambert;117;MARCELO PETRONE;26
2823;EE Levindo Lambert;117;LORIM DA PADARIA;2
2824;EE Levindo Lambert;117;JOÃO PELA;5
2825;EE Levindo Lambert;117;MARINA SANTANA;3
2826;EE Levindo Lambert;117;VICTOR MOTORISTA BODÃO;1
2827;EE Levindo Lambert;117;CLAUDIO SAMPA;3
2828;EE Levindo Lambert;117;ADEMIR PEDREIRO;1
2829;EE Levindo Lambert;117;VERONICA CHAVES;1
2830;EE Levindo Lambert;117;VALDECIR BADEGA;1
2831;EE Levindo Lambert;117;DORINHA;5
2832;EE Levindo Lambert;117;HIANCA FERREIRA;1
2833;EE Levindo Lambert;117;BETINHA DE LÉ;6
2834;EE Levindo Lambert;117;GISELE;1
2835;EE Levindo Lambert;117;ORALDO MARTINS;2
2836;EE Levindo Lambert;117;EDSON MIRANDA;3
2837;EE Levindo Lambert;117;ZOIM;8
2838;EE Levindo Lambert;117;TAZINHA;5
2839;EE Levindo Lambert;117;PRISCILA MATOS;7
2840;EE Levindo Lambert;117;SOLY;1
2841;EE Levindo Lambert;117;GIL PAGÓLE;1
2842;EE Levindo Lambert;117;THIAGO DURÃES;11
2843;EE Levindo Lambert;117;CLEYTON GARDENAL;1
2844;EE Levindo Lambert;117;JUNIO BARBOSA;1
2845;EE Levindo Lambert;117;PALOMA PIPOQUINHA;1
2846;EE Levindo Lambert;117;NILO DO TAXI;4
2847;EE Levindo Lambert;117;TIÃO DE OLEGARIO;9
2848;EE Levindo Lambert;117;KÉSLEY;4
2849;EE Levindo Lambert;117;MARIA CLARA;8
2850;EE Levindo Lambert;117;JOÃO ERIK PROTETOR;3
2851;EE Levindo Lambert;117;NILCE ARTESÃ;1
2852;EE Levindo Lambert;117;MOACIR OLIVEIRA;5
2853;EE Levindo Lambert;117;ELLEN JÉSSICA;1
2854;EE Levindo Lambert;117;JUAREZ DO TRATOR;2
2855;EE Levindo Lambert;117;HENILTON IMÓVEIS;3
2856;EE Levindo Lambert;117;ZEZINHO DO SALÃO;15
2857;EE Levindo Lambert;117;LUCAS BAIXINHO;1
2858;EE Levindo Lambert;117;SERGINHO DA AUTO ELETRICA;7
2859;EE Levindo Lambert;117;LETICIA ASSISTENTE SOCIAL;1
2860;EE Levindo Lambert;117;MAERCIO;2
2861;EE Levindo Lambert;117;JADSON;16
2862;EE Levindo Lambert;117;JOÃO DETETIVE;5
2863;EE Levindo Lambert;117;JO DA PADARIA;1
2864;EE Levindo Lambert;117;BENE DA BALANÇA;4
2865;EE Levindo Lambert;117;LIA DE BIDA;4
2866;EE Levindo Lambert;117;VILSINHO;1
2867;EE Levindo Lambert;117;MOREIRA;6
2868;EE Levindo Lambert;117;PEU;6
2869;EE Levindo Lambert;117;GLAUBER DA SAÚDE;2
2870;EE Levindo Lambert;117;DAYANNE CARDOSO;1
2871;EE Levindo Lambert;117;ZE MILTON;1
2872;EE Levindo Lambert;117;ERIC ERLON;3
2873;EE Levindo Lambert;117;MAURICIO COSTA;1
2874;EE Levindo Lambert;117;FABIO SOUZA;2
2875;EE Levindo Lambert;117;JOÃO LUIZ DE NEGÃO;17
2876;EE Levindo Lambert;117;EILTON SANTIAGO;10
2877;EE Levindo Lambert;117;GERSON TEIXEIRA;1
2878;EE Levindo Lambert;117;FABIO SALES;1
2879;EE Levindo Lambert;117;JUNIOR GARÇOM;8
2880;EE Levindo Lambert;117;CARLIM;7
2881;EE Levindo Lambert;264;MARCELO PETRONE;22
2882;EE Levindo Lambert;264;JOÃO PELA;6
2883;EE Levindo Lambert;264;MARINA SANTANA;1
2884;EE Levindo Lambert;264;VICTOR MOTORISTA BODÃO;1
2885;EE Levindo Lambert;264;CLAUDIO SAMPA;2
2886;EE Levindo Lambert;264;VALDECIR BADEGA;1
2887;EE Levindo Lambert;264;DORINHA;7
2888;EE Levindo Lambert;264;BETINHA DE LÉ;9
2889;EE Levindo Lambert;264;RAFA XCAR;1
2890;EE Levindo Lambert;264;MARLY;1
2891;EE Levindo Lambert;264;EDSON MIRANDA;5
2892;EE Levindo Lambert;264;ZOIM;3
2893;EE Levindo Lambert;264;TAZINHA;4
2894;EE Levindo Lambert;264;GIL PAGÓLE;3
2895;EE Levindo Lambert;264;THIAGO DURÃES;11
2896;EE Levindo Lambert;264;CLEYTON GARDENAL;1
2897;EE Levindo Lambert;264;JUNIO BARBOSA;5
2898;EE Levindo Lambert;264;NILO DO TAXI;3
2899;EE Levindo Lambert;264;TIÃO DE OLEGARIO;9
2900;EE Levindo Lambert;264;MESSIAS;2
2901;EE Levindo Lambert;264;LEIDE DA SAÚDE;1
2902;EE Levindo Lambert;264;KÉSLEY;4
2903;EE Levindo Lambert;264;MARIA CLARA;10
2904;EE Levindo Lambert;264;JOÃO ERIK PROTETOR;1
2905;EE Levindo Lambert;264;MOACIR OLIVEIRA;6
2906;EE Levindo Lambert;264;DEDÉ CAIPIRA;1
2907;EE Levindo Lambert;264;JUAREZ DO TRATOR;1
2908;EE Levindo Lambert;264;HENILTON IMÓVEIS;6
2909;EE Levindo Lambert;264;ZEZINHO DO SALÃO;5
2910;EE Levindo Lambert;264;LUCAS BAIXINHO;2
2911;EE Levindo Lambert;264;MAERCIO;2
2912;EE Levindo Lambert;264;CIDA;1
2913;EE Levindo Lambert;264;PEDINHA DO BAR;3
2914;EE Levindo Lambert;264;JADSON;10
2915;EE Levindo Lambert;264;JOÃO DETETIVE;5
